respondent_id,normalized_weight,Choice,CAR_AVAILABLE,PT_AVAILABLE,SLOW_AVAILABLE,TimePT,TimeCar,WaitingTimePT,MarginalCostPT,CostCarCHF,distance_km,TimePT_scaled,TimeCar_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,CostCarCHF_scaled,distance_km_scaled,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,work_trip,other_trip,Envir01,Mobil05,LifSty07,Envir05,Mobil12,LifSty01,task_index,panel_row_index
H0628,0.2290902236010023,1,1,1,1,137,43,3,4.2,5.16,35.0,0.685,0.215,0.05,0.42,0.516,7.0,1,0,0,0,0,0,5.0,1,1,0,1,0,3,4,1,3,2,3,1,1
H0629,0.2545934244605354,2,1,1,1,70,23,0,3.0,2.97,17.0,0.35,0.115,0.0,0.3,0.297,3.4,1,0,0,0,0,0,9.0,1,1,0,1,0,4,5,2,3,1,4,1,1
H0630,3.4343260688387685,1,1,1,1,177,34,11,9.0,4.23,25.0,0.885,0.17,0.1833333333333333,0.9,0.423,5.0,0,1,0,0,0,0,7.0,0,0,0,1,0,3,3,2,2,1,2,1,1
H0631,0.2545934244605354,0,1,1,1,58,19,0,2.2,2.18,12.0,0.29,0.095,0.0,0.22,0.218,2.4,0,0,0,0,0,0,15.0,0,0,0,1,0,2,3,3,3,2,3,1,1
H0632,2.029711386372872,1,1,1,1,562,338,67,85.5,67.65,519.0,2.81,1.69,1.1166666666666667,8.55,6.765000000000001,103.8,0,1,0,0,0,1,9.0,1,0,0,0,1,3,3,3,3,3,2,1,1
H0633,0.2545934244605354,1,1,1,1,86,23,0,3.7,2.36,10.5,0.43,0.115,0.0,0.37,0.236,2.1,1,0,0,0,0,0,9.0,0,1,0,0,1,4,4,1,4,1,3,1,1
H0634,0.2545934244605354,1,1,1,1,185,53,29,24.5,5.47,29.5,0.925,0.265,0.4833333333333333,2.45,0.5469999999999999,5.9,1,0,0,0,0,0,9.0,0,1,0,1,0,4,4,1,4,1,3,1,1
H0635,0.5414274486172608,1,1,1,1,61,24,0,86.0,2.61,10.0,0.305,0.12,0.0,8.6,0.261,2.0,1,0,0,0,0,0,9.0,1,0,1,1,0,2,4,1,5,1,2,1,1
H0636,0.6019450605361366,1,1,1,1,365,170,40,91.2,33.23,254.5,1.825,0.85,0.6666666666666666,9.12,3.3229999999999995,50.9,0,1,0,0,0,1,9.0,1,0,1,0,1,4,3,6,3,3,2,1,1
H0637,0.2545934244605354,1,1,1,1,45,13,0,3.7,1.62,9.5,0.225,0.065,0.0,0.37,0.162,1.9,1,0,0,0,0,0,15.0,1,0,1,0,1,3,4,3,2,3,4,1,1
H0638,0.2545934244605354,1,1,1,1,268,163,22,35.2,31.33,236.5,1.34,0.815,0.3666666666666666,3.5200000000000005,3.133,47.3,1,0,0,0,0,0,15.0,1,0,1,0,1,3,4,3,2,3,4,1,1
H0639,0.2290902236010023,1,1,1,1,88,19,8,2.2,2.08,12.0,0.44,0.095,0.1333333333333333,0.22,0.208,2.4,0,0,0,1,0,0,15.0,1,0,1,0,1,2,3,2,4,1,5,1,1
H0640,0.2545934244605354,1,1,1,1,207,45,16,8.5,7.87,55.6,1.035,0.225,0.2666666666666666,0.85,0.787,11.12,1,0,1,0,0,0,15.0,0,0,1,0,1,2,2,2,3,1,1,1,1
H0641,0.3360277669782562,1,1,1,1,130,35,14,10.6,5.26,39.0,0.65,0.175,0.2333333333333333,1.06,0.526,7.8,1,0,0,0,0,0,15.0,1,0,0,0,1,2,2,2,3,2,2,1,1
H0642,0.8584724543995766,0,1,1,1,84,23,2,4.5,2.74,14.9,0.42,0.115,0.0333333333333333,0.45,0.274,2.98,0,1,0,1,0,0,7.0,0,0,0,0,1,4,6,1,4,1,4,1,1
H0643,0.8584724543995766,2,1,1,1,32,3,0,3.0,0.4,1.2,0.16,0.015,0.0,0.3,0.04,0.24,0,1,0,1,0,0,7.0,0,0,0,1,0,4,6,1,4,1,4,1,1
H0644,0.2545934244605354,1,1,1,1,423,196,58,57.5,38.53,297.5,2.115,0.98,0.9666666666666668,5.75,3.853,59.5,1,0,1,0,0,0,15.0,0,0,1,0,1,2,2,1,5,2,3,1,1
H0645,0.7495589495214057,0,1,1,1,115,48,10,6.4,5.67,35.0,0.575,0.24,0.1666666666666666,0.64,0.567,7.0,0,1,0,0,0,0,7.0,0,0,1,0,1,3,4,2,4,2,2,1,1
H0646,0.954424398357919,1,1,1,1,144,78,4,31.2,13.44,102.0,0.72,0.39,0.0666666666666666,3.12,1.344,20.4,0,1,0,0,0,0,7.0,1,0,1,1,0,2,4,2,4,3,4,1,1
H0647,0.6019450605361366,0,1,1,1,382,262,15,0.0,52.06,404.0,1.91,1.31,0.25,0.0,5.206,80.8,0,0,0,1,0,0,7.0,1,0,1,1,0,5,4,1,4,1,4,1,1
H0648,0.2933964559183305,0,1,1,1,264,161,16,0.0,29.69,221.5,1.32,0.805,0.2666666666666666,0.0,2.9690000000000003,44.3,1,0,0,0,0,0,2.0,0,0,0,1,0,5,4,4,4,3,2,1,1
H0649,0.6019450605361366,1,1,1,1,107,45,10,6.4,6.29,45.0,0.535,0.225,0.1666666666666666,0.64,0.629,9.0,1,0,0,0,0,0,15.0,1,0,1,1,0,2,4,2,3,1,2,1,1
H0650,0.6019450605361366,1,1,1,1,123,45,21,6.4,6.29,45.0,0.615,0.225,0.35,0.64,0.629,9.0,1,0,0,0,0,0,15.0,1,0,1,1,0,2,4,2,3,1,2,1,1
H0651,0.2545934244605354,0,1,1,1,75,30,4,3.0,2.84,14.0,0.375,0.15,0.0666666666666666,0.3,0.284,2.8,0,0,0,0,0,0,7.0,0,0,0,0,1,5,5,4,3,1,2,1,1
H0652,0.8584724543995766,2,1,1,1,9,5,0,2.2,0.69,3.6,0.045,0.025,0.0,0.22,0.0689999999999999,0.72,0,1,0,0,0,0,9.0,0,0,1,0,1,4,3,2,5,2,2,1,1
H0653,0.3735873657560173,0,1,1,1,55,25,0,0.0,2.49,12.0,0.275,0.125,0.0,0.0,0.249,2.4,1,0,0,0,0,0,15.0,0,1,0,0,1,4,5,1,4,1,2,1,1
H0654,0.3735873657560173,0,1,1,1,55,25,0,0.0,2.49,12.0,0.275,0.125,0.0,0.0,0.249,2.4,1,0,0,0,0,0,15.0,0,1,0,1,0,4,5,1,4,1,2,1,1
H0655,0.2638993399589509,0,1,1,1,56,18,0,3.0,1.81,10.5,0.28,0.09,0.0,0.3,0.181,2.1,1,0,0,0,0,0,9.0,0,0,0,1,0,1,5,1,1,1,1,1,1
H0656,8.119879017681459,0,1,1,1,116,38,2,7.1,3.63,17.6,0.58,0.19,0.0333333333333333,0.71,0.363,3.5200000000000005,0,1,0,1,0,1,15.0,1,0,1,0,1,1,3,2,5,1,3,1,1
H0657,0.2545934244605354,0,1,1,1,57,25,0,3.0,2.45,12.5,0.285,0.125,0.0,0.3,0.245,2.5,0,0,0,0,0,0,15.0,0,0,1,0,1,3,2,4,4,3,2,1,1
H0658,0.2545934244605354,0,1,1,1,54,25,0,3.0,2.45,12.5,0.27,0.125,0.0,0.3,0.245,2.5,0,0,0,0,0,0,15.0,0,0,1,1,0,3,2,4,4,3,2,1,1
H0659,0.5414274486172608,1,1,1,1,190,48,29,12.8,6.26,46.0,0.95,0.24,0.4833333333333333,1.28,0.626,9.2,1,0,0,1,0,0,5.0,1,0,1,1,0,2,2,1,3,2,2,1,1
H0660,0.557146490639904,0,1,1,1,79,30,7,6.0,2.94,14.0,0.395,0.15,0.1166666666666666,0.6,0.294,2.8,0,1,0,0,0,1,-0.001,0,0,0,1,0,1,1,1,4,1,3,1,1
H0661,1.2802760802511697,0,0,1,1,55,25,4,3.0,2.25,12.0,0.275,0.125,0.0666666666666666,0.3,0.225,2.4,0,1,0,1,0,1,7.0,0,0,0,0,1,4,6,3,2,1,2,1,1
H0662,0.2545934244605354,0,1,1,1,50,24,2,3.0,2.42,12.0,0.25,0.12,0.0333333333333333,0.3,0.242,2.4,1,0,0,0,0,0,5.0,0,0,0,0,1,3,3,2,4,2,3,1,1
H0663,0.3735873657560173,0,1,1,1,337,260,0,68.4,53.04,408.0,1.685,1.3,0.0,6.840000000000001,5.304,81.6,1,0,1,0,0,0,15.0,1,0,0,0,1,5,5,4,5,1,1,1,1
H0664,0.3360277669782562,1,1,1,1,57,10,4,3.0,1.0,5.3,0.285,0.05,0.0666666666666666,0.3,0.1,1.06,1,0,0,1,0,0,15.0,1,0,1,1,0,4,3,2,4,1,3,1,1
H0665,0.3735873657560173,0,1,1,1,57,28,2,3.0,2.72,13.0,0.285,0.14,0.0333333333333333,0.3,0.272,2.6,1,0,0,0,0,0,15.0,1,0,0,0,1,5,4,1,1,1,4,1,1
H0666,0.3735873657560173,1,1,1,1,90,28,5,3.0,2.89,14.0,0.45,0.14,0.0833333333333333,0.3,0.289,2.8,1,0,0,0,0,0,15.0,1,0,0,0,1,5,4,1,1,1,4,1,1
H0667,2.029711386372872,1,1,1,1,166,25,60,5.3,2.58,15.5,0.83,0.125,1.0,0.53,0.258,3.1,0,1,0,1,0,1,7.384,1,0,0,1,0,1,2,3,3,2,2,1,1
H0668,0.8584724543995766,1,1,1,1,65,20,0,12.6,2.18,16.5,0.325,0.1,0.0,1.26,0.218,3.3,0,1,0,1,0,0,7.384,0,0,0,1,0,2,3,1,3,2,2,1,1
H0669,5.121759864312539,0,0,1,1,37,20,0,4.2,2.24,15.0,0.185,0.1,0.0,0.42,0.224,3.0,0,1,0,1,0,1,9.0,1,0,0,1,0,1,2,3,1,6,3,1,1
H0670,0.2545934244605354,1,1,1,1,179,61,22,31.0,47.23,62.5,0.895,0.305,0.3666666666666666,3.1,4.723,12.5,1,0,0,1,0,0,9.0,1,0,1,0,1,1,4,1,2,4,3,1,1
H0671,0.2545934244605354,0,1,1,1,101,32,3,5.3,5.04,39.0,0.505,0.16,0.05,0.53,0.504,7.8,1,0,0,0,0,0,9.0,1,0,1,1,0,5,3,2,4,1,3,1,1
H0672,0.5414274486172608,1,1,1,1,175,45,8,12.8,6.76,49.0,0.875,0.225,0.1333333333333333,1.28,0.6759999999999999,9.8,0,0,0,1,0,0,7.0,1,0,0,1,0,1,1,4,2,4,1,1,1
H0673,0.2545934244605354,1,1,1,1,148,48,24,6.4,7.42,51.0,0.74,0.24,0.4,0.64,0.742,10.2,0,0,0,1,0,0,7.0,0,0,1,1,0,1,1,3,1,4,3,1,1
H0674,2.029711386372872,1,1,1,1,163,34,38,16.8,4.69,35.0,0.815,0.17,0.6333333333333333,1.6800000000000002,0.469,7.0,0,1,0,1,0,1,15.0,1,0,0,1,0,2,2,2,3,2,2,1,1
H0675,0.8584724543995766,1,1,1,1,53,20,0,8.4,2.03,14.0,0.265,0.1,0.0,0.8400000000000001,0.2029999999999999,2.8,0,1,0,1,0,0,7.384,1,0,0,1,0,1,2,2,2,2,2,1,1
H0676,0.8584724543995766,1,1,1,1,62,20,0,8.4,2.03,14.0,0.31,0.1,0.0,0.8400000000000001,0.2029999999999999,2.8,0,1,0,1,0,0,7.384,1,0,0,1,0,1,2,2,2,2,2,1,1
H0677,0.2290902236010023,1,1,1,1,150,24,23,4.2,2.57,15.5,0.75,0.12,0.3833333333333333,0.42,0.257,3.1,0,0,0,0,0,0,2.0,1,0,1,0,1,3,4,1,4,1,3,1,1
H0678,0.7495589495214057,1,1,1,1,112,27,13,5.3,4.69,36.0,0.56,0.135,0.2166666666666666,0.53,0.469,7.2,0,1,0,0,1,0,7.0,1,0,0,0,1,3,4,2,3,2,2,1,1
H0679,0.7495589495214057,1,1,1,1,121,27,27,5.3,4.69,36.0,0.605,0.135,0.45,0.53,0.469,7.2,0,1,0,0,1,0,7.0,1,0,0,1,0,3,4,2,3,2,2,1,1
H0680,0.954424398357919,1,1,1,1,224,54,23,33.6,8.05,58.0,1.12,0.27,0.3833333333333333,3.3600000000000003,0.805,11.6,0,1,0,0,1,0,7.0,1,0,0,0,1,1,6,2,2,1,6,1,1
H0681,1.2802760802511697,0,0,1,1,228,70,46,0.0,7.27,52.0,1.14,0.35,0.7666666666666667,0.0,0.727,10.4,0,1,0,0,0,1,7.0,1,0,0,1,0,1,3,2,2,2,1,1,1
H0682,11.142841162813388,0,0,1,1,149,28,60,0.0,2.79,20.0,0.745,0.14,1.0,0.0,0.279,4.0,0,1,0,0,0,1,7.0,1,0,0,1,0,1,3,3,1,2,3,1,1
H0683,0.2545934244605354,1,1,1,1,174,70,12,21.6,12.42,92.0,0.87,0.35,0.2,2.16,1.242,18.4,0,0,1,0,0,0,8.418,1,0,0,1,0,1,5,3,3,1,4,1,1
H0684,2.256576028779217,1,1,1,1,115,41,2,6.4,6.71,48.0,0.575,0.205,0.0333333333333333,0.64,0.671,9.6,0,1,0,1,0,0,15.0,1,0,0,1,0,2,2,1,4,4,2,1,1
H0685,0.2290902236010023,1,1,1,1,275,71,57,18.3,9.1,58.0,1.375,0.355,0.95,1.83,0.91,11.6,0,0,0,1,0,0,5.0,0,0,0,0,1,2,6,1,4,1,3,1,1
H0686,0.2545934244605354,0,1,1,1,194,97,7,0.0,16.85,127.0,0.97,0.485,0.1166666666666666,0.0,1.685,25.4,0,0,0,1,0,0,7.0,1,0,0,1,0,1,3,1,2,3,2,1,1
H0687,0.2545934244605354,0,1,1,1,194,109,9,0.0,17.71,130.0,0.97,0.545,0.15,0.0,1.771,26.0,0,0,0,1,0,0,7.0,1,0,0,1,0,1,3,1,2,3,2,1,1
H0688,2.256576028779217,1,1,1,1,72,16,2,6.0,1.75,12.0,0.36,0.08,0.0333333333333333,0.6,0.175,2.4,0,1,0,1,0,1,5.0,1,0,1,0,1,1,3,4,3,5,3,1,1
H0689,0.8832827856419051,0,1,1,1,213,76,42,10.4,11.97,93.0,1.065,0.38,0.7,1.04,1.197,18.6,1,0,0,0,0,1,9.0,1,0,1,1,0,4,2,2,3,1,3,1,1
H0690,0.8584724543995766,0,1,1,1,114,44,7,8.4,7.31,53.0,0.57,0.22,0.1166666666666666,0.8400000000000001,0.731,10.6,0,1,0,1,0,0,3.25,1,1,0,0,1,2,4,3,3,3,1,1,1
H0691,2.256576028779217,0,1,1,1,137,40,8,11.4,5.88,43.0,0.685,0.2,0.1333333333333333,1.14,0.588,8.6,0,1,0,1,0,1,9.0,0,0,1,1,0,2,3,4,3,4,3,1,1
H0692,0.8584724543995766,1,1,1,1,170,24,40,19.8,2.55,17.0,0.85,0.12,0.6666666666666666,1.98,0.255,3.4,0,1,0,1,0,0,2.0,0,0,0,0,1,4,3,1,4,1,3,1,1
H0693,0.6019450605361366,1,1,1,1,189,50,13,7.9,5.83,40.0,0.945,0.25,0.2166666666666666,0.79,0.583,8.0,1,0,0,1,0,0,15.0,1,0,0,0,1,1,3,1,1,2,2,1,1
H0694,0.6019450605361366,1,1,1,1,225,78,17,16.8,8.33,56.0,1.125,0.39,0.2833333333333333,1.6800000000000002,0.833,11.2,0,0,0,0,0,0,9.0,1,0,1,0,1,2,4,2,4,2,1,1,1
H0695,0.3735873657560173,1,1,1,1,335,110,48,28.1,18.07,134.5,1.675,0.55,0.8,2.81,1.807,26.9,1,0,1,0,0,0,15.0,0,0,0,0,1,4,4,2,3,1,2,1,1
H0696,0.2290902236010023,1,1,1,1,184,60,0,12.0,9.49,67.0,0.92,0.3,0.0,1.2,0.949,13.4,1,0,0,0,0,0,9.035,1,0,0,0,1,4,3,1,5,1,3,1,1
H0697,2.029711386372872,1,1,1,1,87,14,0,7.2,1.6,11.0,0.435,0.07,0.0,0.72,0.16,2.2,0,1,0,1,0,1,9.0,1,0,1,0,1,2,2,2,4,2,1,1,1
H0698,2.029711386372872,1,1,1,1,191,34,23,14.8,4.84,36.5,0.955,0.17,0.3833333333333333,1.48,0.484,7.3,0,1,0,1,0,1,9.0,1,0,1,0,1,2,2,2,4,2,1,1,1
H0699,5.121759864312539,0,0,1,1,55,19,0,8.4,2.02,12.5,0.275,0.095,0.0,0.8400000000000001,0.202,2.5,0,1,0,0,0,1,6.101,1,0,1,0,1,3,3,3,3,6,2,1,1
H0700,0.1999290444257219,1,1,1,1,231,78,43,29.2,13.53,102.0,1.155,0.39,0.7166666666666667,2.92,1.353,20.4,0,0,0,1,0,0,9.0,0,0,0,0,1,4,4,3,1,1,1,1,1
H0701,0.954424398357919,0,1,1,1,141,10,35,21.2,0.95,6.0,0.705,0.05,0.5833333333333334,2.12,0.095,1.2,0,1,0,1,0,0,5.0,1,1,0,1,0,5,6,3,5,1,1,1,1
H0702,0.8584724543995766,0,1,1,1,117,37,4,12.7,4.27,30.5,0.585,0.185,0.0666666666666666,1.27,0.4269999999999999,6.1,0,1,0,1,0,0,15.0,1,0,1,0,1,4,3,1,5,2,3,1,1
H0703,0.3360277669782562,1,1,1,1,219,70,62,37.4,7.42,52.0,1.095,0.35,1.0333333333333334,3.74,0.742,10.4,1,0,0,0,0,0,5.0,1,0,0,1,0,3,4,2,4,2,2,1,1
H0704,5.121759864312539,0,0,1,1,91,19,0,0.0,2.03,13.5,0.455,0.095,0.0,0.0,0.2029999999999999,2.7,0,1,0,0,0,1,5.0,0,0,0,1,0,6,5,4,1,2,3,1,1
H0705,0.3735873657560173,1,1,1,1,207,58,31,12.4,7.71,58.0,1.035,0.29,0.5166666666666667,1.24,0.771,11.6,1,0,0,1,0,0,15.0,1,1,0,1,0,4,5,3,5,5,5,1,1
H0706,0.8584724543995766,1,1,1,1,139,43,0,14.4,4.56,32.0,0.695,0.215,0.0,1.44,0.4559999999999999,6.4,0,1,0,0,0,0,7.0,1,0,0,0,1,2,6,1,6,2,2,1,1
H0707,0.954424398357919,1,1,1,1,118,24,10,11.4,2.54,17.5,0.59,0.12,0.1666666666666666,1.14,0.254,3.5,0,1,0,0,0,0,7.0,1,0,0,0,1,1,3,2,3,2,2,1,1
H0708,0.954424398357919,1,1,1,1,140,28,23,12.6,3.2,20.0,0.7,0.14,0.3833333333333333,1.26,0.32,4.0,0,1,0,0,0,0,7.0,1,0,0,1,0,1,3,2,3,2,2,1,1
