respondent_id,human_id,normalized_weight,age,sex_text,age_text,CalculatedIncome,income_text,high_education,low_education,top_manager,employees,artisans,age_30_less,ScaledIncome,car_oriented_parents,city_center_as_kid,childSuburb,NbCar,NbBicy,NbHousehold,NbChild,work_trip,other_trip,trip_purpose_text,education_text,CAR_AVAILABLE,car_availability_text,Envir01,Mobil05,LifSty07,Envir05,Mobil12,LifSty01,TimePT,TimePT_non_wait,WaitingTimePT,MarginalCostPT,TimeCar,CostCarCHF,distance_km,TimePT_scaled,TimePT_non_wait_scaled,TimeCar_scaled,WaitingTimePT_scaled,MarginalCostPT_scaled,CostCarCHF_scaled,distance_km_scaled,Choice
H0251,30330629,0.26643335936145884,48,female,48 years old,5000,around CHF 5000 per month,1,0,0,0,0,0,5.0,1,0,1,1,2,1,0,0,1,a non-work trip,high education,1,car is available for this trip,3,4,1,3,1,2,123,118,5,5.7,23,2.51,13.0,0.615,0.59,0.115,0.08333333333333333,0.5700000000000001,0.251,2.6,1
H0252,30330653,0.390802389501682,49,female,49 years old,5000,around CHF 5000 per month,1,0,0,1,0,0,5.0,1,0,1,1,1,1,0,0,1,a non-work trip,high education,1,car is available for this trip,4,3,1,5,1,5,84,84,0,3.8,30,4.13,19.0,0.42,0.42,0.15,0.0,0.38,0.413,3.8,0
H0253,30330653,0.390802389501682,49,female,49 years old,5000,around CHF 5000 per month,1,0,0,1,0,0,5.0,1,0,1,1,1,1,0,0,1,a non-work trip,high education,1,car is available for this trip,4,3,1,5,1,5,92,92,0,3.8,30,4.13,19.0,0.46,0.46,0.15,0.0,0.38,0.413,3.8,0
H0254,30330669,2.3605670058945383,33,female,33 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,1,1,1,1,0,1,0,a work trip,not high education,1,car is available for this trip,3,3,2,3,2,1,74,74,0,3.8,29,3.04,18.0,0.37,0.37,0.145,0.0,0.38,0.304,3.6,0
H0255,30330669,2.3605670058945383,33,female,33 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,1,1,1,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,3,3,2,3,2,1,89,79,10,3.8,13,1.33,7.0,0.445,0.395,0.065,0.16666666666666666,0.38,0.133,1.4,1
H0256,30330674,0.2960937410777467,45,male,45 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,1,1,0,2,1,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,1,4,3,3,2,86,83,3,3.8,37,4.5,28.0,0.43,0.415,0.185,0.05,0.38,0.45,5.6,1
H0257,30330674,0.2960937410777467,45,male,45 years old,15000,around CHF 15000 per month,0,0,0,0,0,0,15.0,1,1,0,2,1,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,1,4,3,3,2,189,164,25,5.7,40,4.99,31.5,0.945,0.82,0.2,0.4166666666666667,0.5700000000000001,0.499,6.3,1
H0258,30330675,0.9984088205497536,53,female,53 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,1,0,1,3,0,0,1,a non-work trip,not high education,0,car is not available for this trip,2,3,3,4,1,1,301,209,92,10.8,50,8.77,66.0,1.505,1.045,0.25,1.5333333333333334,1.08,0.877,13.2,0
H0259,30330693,0.4344844372177664,44,male,44 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,1,0,1,1,1,0,1,0,a work trip,high education,1,car is available for this trip,1,2,1,3,2,4,118,115,3,3.8,42,5.27,34.0,0.59,0.575,0.21,0.05,0.38,0.5269999999999999,6.8,1
H0260,30330725,0.2960937410777467,45,male,45 years old,15000,around CHF 15000 per month,0,0,0,1,0,0,15.0,0,0,0,2,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,1,2,5,3,2,226,213,13,16.2,72,10.46,80.0,1.13,1.065,0.36,0.21666666666666667,1.6199999999999999,1.046,16.0,1
H0261,30330751,1.1100015300256885,58,male,58 years old,15000,around CHF 15000 per month,0,1,1,0,0,0,15.0,0,0,1,2,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,1,3,2,4,2,2,182,142,40,15.0,69,12.55,93.0,0.91,0.71,0.345,0.6666666666666666,1.5,1.2550000000000001,18.6,1
H0262,30330770,0.4344844372177664,64,male,64 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,0,1,0,1,4,2,0,0,1,a non-work trip,high education,1,car is available for this trip,4,5,2,4,1,2,141,125,16,4.9,33,3.64,21.1,0.705,0.625,0.165,0.26666666666666666,0.49000000000000005,0.364,4.220000000000001,2
H0263,30330795,1.1100015300256885,62,male,62 years old,7384,around CHF 7384 per month,0,1,1,0,0,0,7.384,0,0,1,4,0,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,6,1,6,2,5,280,258,22,11.4,106,11.52,68.0,1.4,1.29,0.53,0.36666666666666664,1.1400000000000001,1.152,13.6,1
H0264,30330821,1.0272633905783595,31,male,31 years old,15000,around CHF 15000 per month,1,0,0,1,0,0,15.0,1,0,0,0,1,2,0,1,0,a work trip,high education,1,car is available for this trip,5,1,2,4,1,2,55,55,0,0.0,24,2.69,17.5,0.275,0.275,0.12,0.0,0.0,0.269,3.5,0
H0265,30330833,0.4344844372177664,51,male,51 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,0,1,2,7,3,1,1,0,a work trip,high education,1,car is available for this trip,5,5,2,5,1,3,83,83,0,3.8,31,3.58,22.0,0.415,0.415,0.155,0.0,0.38,0.358,4.4,2
H0266,30330851,0.4344844372177664,46,male,46 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,1,2,6,4,2,1,0,a work trip,high education,1,car is available for this trip,5,4,2,3,1,4,93,93,0,3.8,25,2.97,17.5,0.465,0.465,0.125,0.0,0.38,0.29700000000000004,3.5,1
H0267,30331017,0.9984088205497536,57,female,57 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,1,2,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,3,4,6,2,3,4,58,58,0,0.0,30,3.07,18.0,0.29,0.29,0.15,0.0,0.0,0.307,3.6,0
H0268,30331035,1.1100015300256885,57,male,57 years old,15000,around CHF 15000 per month,0,1,0,0,0,0,15.0,1,0,1,1,0,2,0,1,0,a work trip,not high education,1,car is available for this trip,1,4,2,3,4,3,160,136,24,11.4,67,10.19,74.0,0.8,0.68,0.335,0.4,1.1400000000000001,1.019,14.8,1
H0269,30332010,0.26643335936145884,46,female,46 years old,15000,around CHF 15000 per month,1,0,0,1,0,0,15.0,0,0,1,1,2,2,0,0,1,a non-work trip,high education,1,car is available for this trip,1,4,1,4,1,4,210,189,21,24.6,74,12.22,86.0,1.05,0.945,0.37,0.35,2.46,1.222,17.2,1
H0270,30860015,0.9984088205497536,55,female,55 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,1,1,2,0,0,1,a non-work trip,not high education,0,car is not available for this trip,2,3,3,4,1,3,122,115,7,0.0,44,4.99,29.0,0.61,0.575,0.22,0.11666666666666667,0.0,0.499,5.8,0
H0271,30860017,0.9984088205497536,43,female,43 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,0,2,4,4,1,0,1,a non-work trip,not high education,1,car is available for this trip,3,5,2,5,1,1,121,100,21,18.4,52,5.49,34.0,0.605,0.5,0.26,0.35,1.8399999999999999,0.549,6.8,0
H0272,30860031,0.9984088205497536,47,female,47 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,1,1,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,2,1,1,2,1,248,197,51,11.4,71,7.18,56.5,1.24,0.985,0.355,0.85,1.1400000000000001,0.718,11.3,1
H0273,30860032,0.9984088205497536,47,female,47 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,0,1,1,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,2,1,1,2,1,232,181,51,9.5,57,5.86,38.5,1.16,0.905,0.285,0.85,0.95,0.5860000000000001,7.7,1
H0274,30860061,0.6296835007540205,33,female,33 years old,9000,around CHF 9000 per month,0,0,0,1,0,0,9.0,0,0,1,2,2,3,1,0,1,a non-work trip,not high education,1,car is available for this trip,2,3,3,3,2,2,190,168,22,34.6,93,14.6,104.5,0.95,0.84,0.465,0.36666666666666664,3.46,1.46,20.9,1
H0275,30860095,0.6296835007540205,28,female,30 or younger,7000,around CHF 7000 per month,0,0,0,1,0,1,7.0,1,0,0,2,4,4,2,1,0,a work trip,not high education,1,car is available for this trip,2,5,2,3,3,2,99,99,0,3.8,3,0.37,2.3,0.495,0.495,0.015,0.0,0.38,0.037,0.45999999999999996,1
H0276,30860141,0.26643335936145884,59,female,59 years old,9000,around CHF 9000 per month,1,0,1,0,0,0,9.0,1,0,1,2,1,2,0,1,0,a work trip,high education,1,car is available for this trip,4,4,6,5,6,6,93,81,12,7.6,26,2.72,17.0,0.465,0.405,0.13,0.2,0.76,0.272,3.4,1
H0277,30860142,0.26643335936145884,59,female,59 years old,9000,around CHF 9000 per month,1,0,1,0,0,0,9.0,1,0,1,2,1,2,0,0,1,a non-work trip,high education,1,car is available for this trip,4,4,6,5,6,6,123,87,36,7.6,58,6.79,45.0,0.615,0.435,0.29,0.6,0.76,0.679,9.0,1
H0278,30860175,2.6244120004410196,38,male,38 years old,5000,around CHF 5000 per month,0,1,0,0,0,0,5.0,0,0,0,1,3,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,1,2,4,3,2,3,444,399,45,33.4,100,12.64,85.5,2.22,1.995,0.5,0.75,3.34,1.264,17.1,1
H0279,30860239,2.3605670058945383,35,female,35 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,2,3,3,1,0,1,a non-work trip,not high education,1,car is available for this trip,2,1,2,6,3,1,83,71,12,7.6,26,2.72,14.5,0.415,0.355,0.13,0.2,0.76,0.272,2.9,1
H0280,30860240,2.3605670058945383,35,female,35 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,0,0,0,2,3,3,1,0,1,a non-work trip,not high education,1,car is available for this trip,2,1,2,6,3,1,129,122,7,7.6,43,4.27,23.5,0.645,0.61,0.215,0.11666666666666667,0.76,0.42699999999999994,4.7,1
H0281,30860245,0.4344844372177664,43,male,43 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,0,0,0,1,2,4,2,0,1,a non-work trip,high education,1,car is available for this trip,2,5,2,4,1,2,181,157,24,7.1,42,4.8,27.4,0.905,0.785,0.21,0.4,0.71,0.48,5.4799999999999995,1
H0282,30860246,0.4344844372177664,43,male,43 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,0,0,0,1,2,4,2,1,0,a work trip,high education,1,car is available for this trip,2,5,2,4,1,2,149,133,16,3.8,37,4.69,30.0,0.745,0.665,0.185,0.26666666666666666,0.38,0.46900000000000003,6.0,1
H0283,30860250,0.26643335936145884,55,female,55 years old,15000,around CHF 15000 per month,0,0,0,1,0,0,15.0,0,1,0,1,3,2,0,1,0,a work trip,not high education,1,car is available for this trip,2,5,1,5,2,3,213,192,21,11.5,90,8.61,49.0,1.065,0.96,0.45,0.35,1.15,0.861,9.8,1
H0284,30860253,9.443469958183012,37,female,37 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,4,2,0,1,0,a work trip,not high education,1,car is available for this trip,4,1,2,4,2,2,163,140,23,17.1,88,10.99,76.0,0.815,0.7,0.44,0.38333333333333336,1.7100000000000002,1.099,15.2,1
H0285,30860274,0.2960937410777467,41,male,41 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,1,1,3,3,1,1,0,a work trip,high education,1,car is available for this trip,2,3,3,2,1,1,122,117,5,7.6,65,6.86,43.0,0.61,0.585,0.325,0.08333333333333333,0.76,0.686,8.6,0
H0286,30860391,0.6296835007540205,37,female,37 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,1,0,0,1,5,3,1,1,0,a work trip,high education,1,car is available for this trip,2,4,4,3,2,3,85,72,13,3.8,30,3.11,19.0,0.425,0.36,0.15,0.21666666666666667,0.38,0.311,3.8,0
H0287,30860444,1.1100015300256885,49,male,49 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,1,0,0,2,3,4,0,1,0,a work trip,not high education,1,car is available for this trip,2,3,1,3,2,2,138,131,7,5.8,56,6.61,39.0,0.69,0.655,0.28,0.11666666666666667,0.58,0.661,7.8,2
H0288,30860491,0.26643335936145884,46,female,46 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,1,4,2,0,1,0,a work trip,high education,1,car is available for this trip,5,5,1,5,1,3,193,157,36,0.0,85,12.71,87.0,0.965,0.785,0.425,0.6,0.0,1.2710000000000001,17.4,0
H0289,30860539,0.390802389501682,43,female,43 years old,15000,around CHF 15000 per month,1,0,0,1,0,0,15.0,1,0,0,2,5,5,3,0,1,a non-work trip,high education,1,car is available for this trip,4,6,1,5,1,2,36,36,0,3.8,46,3.93,24.0,0.18,0.18,0.23,0.0,0.38,0.393,4.8,1
H0290,30860540,0.4344844372177664,50,male,50 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,1,0,2,7,5,3,0,1,a non-work trip,high education,1,car is available for this trip,1,6,1,5,1,1,224,201,23,11.5,89,12.75,86.0,1.12,1.005,0.445,0.38333333333333336,1.15,1.275,17.2,1
H0291,30860545,0.390802389501682,55,female,55 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,1,0,1,2,4,2,0,0,1,a non-work trip,high education,1,car is available for this trip,2,4,1,3,1,3,122,113,9,3.8,60,6.66,42.0,0.61,0.565,0.3,0.15,0.38,0.666,8.4,1
H0292,30860546,0.4344844372177664,53,male,53 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,0,1,2,5,2,0,0,1,a non-work trip,high education,1,car is available for this trip,5,4,2,4,1,4,112,100,12,5.7,33,3.37,18.3,0.56,0.5,0.165,0.2,0.5700000000000001,0.337,3.66,1
H0293,30860616,0.20918545831739796,65,female,65 or older,3250,around CHF 3250 per month,0,0,0,1,0,0,3.25,0,0,0,1,1,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,5,1,4,1,4,426,366,60,22.8,136,17.01,116.0,2.13,1.83,0.68,1.0,2.2800000000000002,1.701,23.2,1
H0294,30860708,0.9239865491924742,36,female,36 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,0,1,2,5,3,1,0,1,a non-work trip,high education,1,car is available for this trip,3,2,1,4,1,3,235,223,12,38.7,147,25.92,190.0,1.175,1.115,0.735,0.2,3.87,2.592,38.0,1
H0295,30860711,0.8717417348557711,66,male,65 or older,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,1,1,0,1,4,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,3,2,3,2,2,169,159,10,7.6,74,7.75,47.0,0.845,0.795,0.37,0.16666666666666666,0.76,0.775,9.4,1
H0296,30860712,0.8717417348557711,66,male,65 or older,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,1,1,0,1,4,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,3,2,3,2,2,250,218,32,11.6,76,7.48,42.0,1.25,1.09,0.38,0.5333333333333333,1.16,0.748,8.4,1
H0297,30860723,2.6244120004410196,39,male,39 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,1,1,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,3,2,3,3,3,132,118,14,6.7,42,4.08,20.0,0.66,0.59,0.21,0.23333333333333334,0.67,0.40800000000000003,4.0,1
H0298,30860725,1.1100015300256885,55,male,55 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,0,0,1,0,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,5,4,3,2,6,3,112,107,5,0.0,90,9.16,53.7,0.56,0.535,0.45,0.08333333333333333,0.0,0.916,10.74,0
H0299,30860726,1.1100015300256885,55,male,55 years old,15000,around CHF 15000 per month,0,1,0,1,0,0,15.0,0,0,1,0,2,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,5,1,3,1,6,3,141,127,14,0.0,138,11.79,78.5,0.705,0.635,0.69,0.23333333333333334,0.0,1.1789999999999998,15.7,0
H0300,30860768,0.2960937410777467,56,male,56 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,0,0,1,1,2,2,0,1,0,a work trip,high education,1,car is available for this trip,4,5,6,5,6,4,109,99,10,5.8,51,5.33,30.0,0.545,0.495,0.255,0.16666666666666666,0.58,0.533,6.0,1
H0301,30860804,4.440578599113194,61,male,61 years old,2000,around CHF 2000 per month,0,1,0,0,0,0,2.0,0,0,0,2,3,2,0,1,0,a work trip,not high education,1,car is available for this trip,5,3,1,5,1,2,10,10,0,0.0,2,0.29,0.2,0.05,0.05,0.01,0.0,0.0,0.028999999999999998,0.04,1
H0302,30860804,4.440578599113194,61,male,61 years old,2000,around CHF 2000 per month,0,1,0,0,0,0,2.0,0,0,0,2,3,2,0,1,0,a work trip,not high education,1,car is available for this trip,5,3,1,5,1,2,10,10,0,0.0,2,0.29,0.2,0.05,0.05,0.01,0.0,0.0,0.028999999999999998,0.04,1
H0303,31320656,0.2960937410777467,42,male,42 years old,15000,around CHF 15000 per month,1,0,1,0,0,0,15.0,0,0,1,2,4,3,2,1,0,a work trip,high education,1,car is available for this trip,2,4,3,5,3,2,95,73,22,0.0,70,7.97,54.0,0.475,0.365,0.35,0.36666666666666664,0.0,0.7969999999999999,10.8,0
H0304,31320760,0.2960937410777467,58,male,58 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,1,0,1,2,3,2,0,0,1,a non-work trip,high education,1,car is available for this trip,5,5,3,5,1,2,86,82,4,3.8,16,1.56,8.5,0.43,0.41,0.08,0.06666666666666667,0.38,0.156,1.7,1
H0305,31320887,1.1100015300256885,43,male,43 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,0,0,0,1,3,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,5,4,5,4,3,3,20,20,0,0.0,2,0.33,1.3,0.1,0.1,0.01,0.0,0.0,0.033,0.26,1
H0306,31320887,1.1100015300256885,43,male,43 years old,7000,around CHF 7000 per month,0,1,0,0,0,0,7.0,0,0,0,1,3,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,5,4,5,4,3,3,238,179,59,46.2,96,11.71,87.2,1.19,0.895,0.48,0.9833333333333333,4.62,1.171,17.44,1
H0307,31321173,0.9984088205497536,42,female,42 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,1,1,5,4,3,1,0,a work trip,not high education,1,car is available for this trip,2,4,1,2,1,2,136,116,20,7.6,80,9.03,60.0,0.68,0.58,0.4,0.3333333333333333,0.76,0.9029999999999999,12.0,0
H0308,31321487,2.3605670058945383,34,female,34 years old,3250,around CHF 3250 per month,0,1,0,1,0,0,3.25,1,0,0,0,2,2,0,1,0,a work trip,not high education,0,car is not available for this trip,4,6,2,4,6,2,116,116,0,0.0,75,6.71,40.0,0.58,0.58,0.375,0.0,0.0,0.671,8.0,0
H0309,31321592,0.4344844372177664,56,male,56 years old,9000,around CHF 9000 per month,1,0,0,0,0,0,9.0,1,0,0,1,4,2,0,0,1,a non-work trip,high education,1,car is available for this trip,4,3,2,2,1,2,319,266,53,0.0,256,42.86,321.0,1.595,1.33,1.28,0.8833333333333333,0.0,4.286,64.2,0
H0310,32710161,0.9984088205497536,51,female,51 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,1,0,0,2,2,2,0,1,0,a work trip,not high education,1,car is available for this trip,2,6,2,5,2,2,71,71,0,4.0,12,1.05,6.0,0.355,0.355,0.06,0.0,0.4,0.10500000000000001,1.2,1
H0311,39010095,2.3605670058945383,24,female,30 or younger,7000,around CHF 7000 per month,0,1,0,0,1,1,7.0,1,0,1,3,1,2,0,0,1,a non-work trip,not high education,1,car is available for this trip,1,3,2,3,2,1,117,105,12,9.5,51,5.69,35.0,0.585,0.525,0.255,0.2,0.95,0.5690000000000001,7.0,1
H0312,39010096,2.3605670058945383,24,female,30 or younger,7000,around CHF 7000 per month,0,1,0,0,1,1,7.0,1,0,1,3,1,2,0,1,0,a work trip,not high education,1,car is available for this trip,1,3,2,3,2,1,34,34,0,4.0,26,2.64,14.0,0.17,0.17,0.13,0.0,0.4,0.264,2.8,1
H0313,39010097,1.1100015300256885,54,male,54 years old,15000,around CHF 15000 per month,0,1,0,0,0,0,15.0,0,0,0,2,1,3,0,0,1,a non-work trip,not high education,1,car is available for this trip,5,1,1,5,2,2,165,152,13,11.2,30,3.04,17.0,0.825,0.76,0.15,0.21666666666666667,1.1199999999999999,0.304,3.4,1
H0314,39020001,2.6244120004410196,30,male,30 or younger,15000,around CHF 15000 per month,0,1,0,1,0,1,15.0,1,0,0,2,0,3,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,2,3,3,2,93,69,24,5.9,38,4.0,24.0,0.465,0.345,0.19,0.4,0.5900000000000001,0.4,4.8,1
H0315,39020001,2.6244120004410196,30,male,30 or younger,15000,around CHF 15000 per month,0,1,0,1,0,1,15.0,1,0,0,2,0,3,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,4,2,3,3,2,178,110,68,12.4,64,7.48,49.0,0.89,0.55,0.32,1.1333333333333333,1.24,0.748,9.8,1
H0316,39110243,0.4344844372177664,40,male,40 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,1,0,1,2,1,4,-1,1,0,a work trip,high education,1,car is available for this trip,3,3,2,4,2,2,138,118,20,0.0,75,10.25,79.0,0.69,0.59,0.375,0.3333333333333333,0.0,1.025,15.8,0
H0317,39110438,0.4344844372177664,57,male,57 years old,15000,around CHF 15000 per month,1,0,0,0,0,0,15.0,0,1,0,2,4,5,1,1,0,a work trip,high education,1,car is available for this trip,5,5,1,3,2,2,141,132,9,0.0,85,10.07,82.0,0.705,0.66,0.425,0.15,0.0,1.0070000000000001,16.4,0
H0318,39110605,3.9941426451134805,47,female,47 years old,7000,around CHF 7000 per month,0,1,0,1,0,0,7.0,1,0,0,2,3,3,0,0,1,a non-work trip,not high education,1,car is available for this trip,2,3,2,6,1,2,252,235,17,55.2,309,55.36,425.5,1.26,1.175,1.545,0.2833333333333333,5.5200000000000005,5.536,85.1,0
H0319,39110815,0.4344844372177664,56,male,56 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,1,0,1,4,3,0,1,0,a work trip,high education,1,car is available for this trip,5,3,3,4,1,4,101,90,11,7.2,28,3.45,24.0,0.505,0.45,0.14,0.18333333333333332,0.72,0.34500000000000003,4.8,0
H0320,39110987,1.1100015300256885,48,male,48 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,1,1,1,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,4,3,2,4,2,4,84,73,11,3.5,14,1.71,11.0,0.42,0.365,0.07,0.18333333333333332,0.35,0.17099999999999999,2.2,1
H0321,39110987,1.1100015300256885,48,male,48 years old,5000,around CHF 5000 per month,0,1,0,1,0,0,5.0,0,0,1,1,1,1,0,1,0,a work trip,not high education,1,car is available for this trip,4,3,2,4,2,4,80,72,8,3.2,14,1.71,11.0,0.4,0.36,0.07,0.13333333333333333,0.32,0.17099999999999999,2.2,1
H0322,39111287,0.9984088205497536,40,female,40 years old,3250,around CHF 3250 per month,0,1,0,1,0,0,3.25,0,0,0,1,1,1,0,0,1,a non-work trip,not high education,1,car is available for this trip,6,4,2,5,1,6,176,175,1,10.0,51,6.92,39.5,0.88,0.875,0.255,0.016666666666666666,1.0,0.692,7.9,1
H0323,39111325,0.26643335936145884,40,female,40 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,1,0,1,1,3,4,2,0,1,a non-work trip,not high education,1,car is available for this trip,3,4,3,3,2,2,42,42,0,3.4,19,2.11,14.5,0.21,0.21,0.095,0.0,0.33999999999999997,0.211,2.9,0
H0324,39111325,0.26643335936145884,40,female,40 years old,7000,around CHF 7000 per month,0,0,0,1,0,0,7.0,1,0,1,1,3,4,2,1,0,a work trip,not high education,1,car is available for this trip,3,4,3,3,2,2,46,46,0,3.4,19,2.11,14.5,0.23,0.23,0.095,0.0,0.33999999999999997,0.211,2.9,0
H0325,39111355,0.4344844372177664,45,male,45 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,4,4,2,0,1,a non-work trip,high education,1,car is available for this trip,2,3,2,2,2,2,107,107,0,7.2,28,3.51,24.0,0.535,0.535,0.14,0.0,0.72,0.351,4.8,1
H0326,39111355,0.4344844372177664,45,male,45 years old,7000,around CHF 7000 per month,1,0,0,0,0,0,7.0,1,0,0,1,4,4,2,0,1,a non-work trip,high education,1,car is available for this trip,2,3,2,2,2,2,4,4,0,2.2,2,0.09,0.56,0.02,0.02,0.01,0.0,0.22000000000000003,0.009,0.11200000000000002,1
H0327,39111360,0.7000658609902283,38,male,38 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,1,0,1,1,3,5,2,0,1,a non-work trip,high education,0,car is not available for this trip,5,1,3,3,3,3,36,36,0,4.0,18,1.95,8.0,0.18,0.18,0.09,0.0,0.4,0.195,1.6,0
H0328,39111360,0.7000658609902283,38,male,38 years old,9000,around CHF 9000 per month,1,0,0,1,0,0,9.0,1,0,1,1,3,5,2,1,0,a work trip,high education,0,car is not available for this trip,5,1,3,3,3,3,56,56,0,2.2,18,1.95,8.0,0.28,0.28,0.09,0.0,0.22000000000000003,0.195,1.6,0
